,Word,Number of Syllables,Formatted for JS,Syllables Separated by semicolon,1st Syllable,2nd Syllable,3rd Syllable,4th Syllable,5th Syllable,6th Syllable,7th Syllable,8th Syllable
,ejaculating,5,"'ejaculating': 5,",e;jac;u;lat;ing,e,jac,u,lat,ing,,,
,ejaculate,4,"'ejaculate': 4,",e;jac;u;late,e,jac,u,late,,,,
,ejection,3,"'ejection': 3,",e;jec;tion,e,jec,tion,,,,,
,eject,2,"'eject': 2,",e;ject,e,ject,,,,,,
,elation,3,"'elation': 3,",e;la;tion,e,la,tion,,,,,
,elaboration,5,"'elaboration': 5,",e;lab;o;ra;tion,e,lab,o,ra,tion,,,
,elaborated,5,"'elaborated': 5,",e;lab;o;rat;ed,e,lab,o,rat,ed,,,
,elaborate,4,"'elaborate': 4,",e;lab;o;rate,e,lab,o,rate,,,,
,elan,2,"'elan': 2,",e;lan,e,lan,,,,,,
,elapsed,2,"'elapsed': 2,",e;lapsed,e,lapsed,,,,,,
,elastic,3,"'elastic': 3,",e;las;tic,e,las,tic,,,,,
,elasticity,5,"'elasticity': 5,",e;las;tic;i;ty,e,las,tic,i,ty,,,
,elastomer,4,"'elastomer': 4,",e;las;to;mer,e,las,to,mer,,,,
,elated,3,"'elated': 3,",e;lat;ed,e,lat,ed,,,,,
,election,3,"'election': 3,",e;lec;tion,e,lec,tion,,,,,
,elective,3,"'elective': 3,",e;lec;tive,e,lec,tive,,,,,
,elector,3,"'elector': 3,",e;lec;tor,e,lec,tor,,,,,
,electoral,4,"'electoral': 4,",e;lec;tor;al,e,lec,tor,al,,,,
,electorate,4,"'electorate': 4,",e;lec;tor;ate,e,lec,tor,ate,,,,
,electrical,4,"'electrical': 4,",e;lec;tri;cal,e,lec,tri,cal,,,,
,electrically,5,"'electrically': 5,",e;lec;tri;cal;ly,e,lec,tri,cal,ly,,,
,electrician,4,"'electrician': 4,",e;lec;tri;cian,e,lec,tri,cian,,,,
,electrification,6,"'electrification': 6,",e;lec;tri;fi;ca;tion,e,lec,tri,fi,ca,tion,,
,electrified,4,"'electrified': 4,",e;lec;tri;fied,e,lec,tri,fied,,,,
,electrifying,5,"'electrifying': 5,",e;lec;tri;fy;ing,e,lec,tri,fy,ing,,,
,electric,3,"'electric': 3,",e;lec;tric,e,lec,tric,,,,,
,electricity,5,"'electricity': 5,",e;lec;tric;i;ty,e,lec,tric,i,ty,,,
,electro,3,"'electro': 3,",e;lec;tro,e,lec,tro,,,,,
,electrochemical,6,"'electrochemical': 6,",e;lec;tro;chem;i;cal,e,lec,tro,chem,i,cal,,
,electrochemistry,6,"'electrochemistry': 6,",e;lec;tro;chem;is;try,e,lec,tro,chem,is,try,,
,electrolytic,5,"'electrolytic': 5,",e;lec;tro;lyt;ic,e,lec,tro,lyt,ic,,,
,electrolyte,4,"'electrolyte': 4,",e;lec;tro;lyte,e,lec,tro,lyte,,,,
,electromagnetic,6,"'electromagnetic': 6,",e;lec;tro;mag;net;ic,e,lec,tro,mag,net,ic,,
,electromechanical,7,"'electromechanical': 7,",e;lec;tro;me;chan;i;cal,e,lec,tro,me,chan,i,cal,
,electrophoresis,6,"'electrophoresis': 6,",e;lec;tro;pho;re;sis,e,lec,tro,pho,re,sis,,
,electrophoretic,6,"'electrophoretic': 6,",e;lec;tro;pho;ret;ic,e,lec,tro,pho,ret,ic,,
,electrophysiology,8,"'electrophysiology': 8,",e;lec;tro;phys;i;ol;o;gy,e,lec,tro,phys,i,ol,o,gy
,electrostatic,5,"'electrostatic': 5,",e;lec;tro;stat;ic,e,lec,tro,stat,ic,,,
,electrode,3,"'electrode': 3,",e;lec;trode,e,lec,trode,,,,,
,electrolysis,5,"'electrolysis': 5,",e;lec;trol;y;sis,e,lec,trol,y,sis,,,
,electron,3,"'electron': 3,",e;lec;tron,e,lec,tron,,,,,
,electronically,6,"'electronically': 6,",e;lec;tron;i;cal;ly,e,lec,tron,i,cal,ly,,
,electronic,4,"'electronic': 4,",e;lec;tron;ic,e,lec,tron,ic,,,,
,electronics,4,"'electronics': 4,",e;lec;tron;ics,e,lec,tron,ics,,,,
,elektra,3,"'elektra': 3,",e;lek;tra,e,lek,tra,,,,,
,eleven,3,"'eleven': 3,",e;lev;en,e,lev,en,,,,,
,eleventh,3,"'eleventh': 3,",e;lev;enth,e,lev,enth,,,,,
,elicit,3,"'elicit': 3,",e;lic;it,e,lic,it,,,,,
,elimination,5,"'elimination': 5,",e;lim;i;na;tion,e,lim,i,na,tion,,,
,eliminator,5,"'eliminator': 5,",e;lim;i;na;tor,e,lim,i,na,tor,,,
,eliminated,5,"'eliminated': 5,",e;lim;i;nat;ed,e,lim,i,nat,ed,,,
,eliminating,5,"'eliminating': 5,",e;lim;i;nat;ing,e,lim,i,nat,ing,,,
,eliminate,4,"'eliminate': 4,",e;lim;i;nate,e,lim,i,nate,,,,
,elitist,3,"'elitist': 3,",e;lit;ist,e,lit,ist,,,,,
,elite,2,"'elite': 2,",e;lite,e,lite,,,,,,
,elixir,3,"'elixir': 3,",e;lix;ir,e,lix,ir,,,,,
,elongation,4,"'elongation': 4,",e;lon;ga;tion,e,lon,ga,tion,,,,
,elongated,4,"'elongated': 4,",e;lon;gat;ed,e,lon,gat,ed,,,,
,elucidate,4,"'elucidate': 4,",e;lu;ci;date,e,lu,ci,date,,,,
,elusive,3,"'elusive': 3,",e;lu;sive,e,lu,sive,,,,,
,emancipation,5,"'emancipation': 5,",e;man;ci;pa;tion,e,man,ci,pa,tion,,,
,emergency,4,"'emergency': 4,",e;mer;gen;cy,e,mer,gen,cy,,,,
,emergence,3,"'emergence': 3,",e;mer;gence,e,mer,gence,,,,,
,emergent,3,"'emergent': 3,",e;mer;gent,e,mer,gent,,,,,
,emeritus,4,"'emeritus': 4,",e;mer;i;tus,e,mer,i,tus,,,,
,emerging,3,"'emerging': 3,",e;merg;ing,e,merg,ing,,,,,
,emerge,2,"'emerge': 2,",e;merge,e,merge,,,,,,
,emerged,2,"'emerged': 2,",e;merged,e,merged,,,,,,
,emir,2,"'emir': 2,",e;mir,e,mir,,,,,,
,emission,3,"'emission': 3,",e;mis;sion,e,mis,sion,,,,,
,emit,2,"'emit': 2,",e;mit,e,mit,,,,,,
,emitted,3,"'emitted': 3,",e;mit;ted,e,mit,ted,,,,,
,emitter,3,"'emitter': 3,",e;mit;ter,e,mit,ter,,,,,
,emitting,3,"'emitting': 3,",e;mit;ting,e,mit,ting,,,,,
,emotion,3,"'emotion': 3,",e;mo;tion,e,mo,tion,,,,,
,emotional,4,"'emotional': 4,",e;mo;tion;al,e,mo,tion,al,,,,
,emotionally,5,"'emotionally': 5,",e;mo;tion;al;ly,e,mo,tion,al,ly,,,
,emotive,3,"'emotive': 3,",e;mo;tive,e,mo,tive,,,,,
,emulsion,3,"'emulsion': 3,",e;mul;sion,e,mul,sion,,,,,
,enamel,3,"'enamel': 3,",e;nam;el,e,nam,el,,,,,
,enameled,3,"'enameled': 3,",e;nam;eled,e,nam,eled,,,,,
,enigma,3,"'enigma': 3,",e;nig;ma,e,nig,ma,,,,,
,enormous,3,"'enormous': 3,",e;nor;mous,e,nor,mous,,,,,
,enormously,4,"'enormously': 4,",e;nor;mous;ly,e,nor,mous,ly,,,,
,enough,2,"'enough': 2,",e;nough,e,nough,,,,,,
,enumeration,5,"'enumeration': 5,",e;nu;mer;a;tion,e,nu,mer,a,tion,,,
,enumerator,5,"'enumerator': 5,",e;nu;mer;a;tor,e,nu,mer,a,tor,,,
,enumerated,5,"'enumerated': 5,",e;nu;mer;at;ed,e,nu,mer,at,ed,,,
,enumerate,4,"'enumerate': 4,",e;nu;mer;ate,e,nu,mer,ate,,,,
,eon,2,"'eon': 2,",e;on,e,on,,,,,,
,ep,2,"'ep': 2,",e;p,e,p,,,,,,
,ephedra,3,"'ephedra': 3,",e;phed;ra,e,phed,ra,,,,,
,ephedrine,3,"'ephedrine': 3,",e;phed;rine,e,phed,rine,,,,,
,ephemera,4,"'ephemera': 4,",e;phem;er;a,e,phem,er,a,,,,
,ephemeral,4,"'ephemeral': 4,",e;phem;er;al,e,phem,er,al,,,,
,ephemeris,4,"'ephemeris': 4,",e;phem;er;is,e,phem,er,is,,,,
,epidural,4,"'epidural': 4,",e;pi;dur;al,e,pi,dur,al,,,,
,epiphany,4,"'epiphany': 4,",e;piph;a;ny,e,piph,a,ny,,,,
,episcopal,4,"'episcopal': 4,",e;pis;co;pal,e,pis,co,pal,,,,
,epistemological,7,"'epistemological': 7,",e;pis;te;mo;log;i;cal,e,pis,te,mo,log,i,cal,
,epistemology,6,"'epistemology': 6,",e;pis;te;mol;o;gy,e,pis,te,mol,o,gy,,
,epistle,3,"'epistle': 3,",e;pis;tle,e,pis,tle,,,,,
,epitome,4,"'epitome': 4,",e;pit;o;me,e,pit,o,me,,,,
,equation,3,"'equation': 3,",e;qua;tion,e,qua,tion,,,,,
,equatorial,5,"'equatorial': 5,",e;qua;to;ri;al,e,qua,to,ri,al,,,
,equator,3,"'equator': 3,",e;qua;tor,e,qua,tor,,,,,
,equal,2,"'equal': 2,",e;qual,e,qual,,,,,,
,equality,4,"'equality': 4,",e;qual;i;ty,e,qual,i,ty,,,,
,equalization,5,"'equalization': 5,",e;qual;i;za;tion,e,qual,i,za,tion,,,
,equalizer,4,"'equalizer': 4,",e;qual;iz;er,e,qual,iz,er,,,,
,equally,3,"'equally': 3,",e;qual;ly,e,qual,ly,,,,,
,equated,3,"'equated': 3,",e;quat;ed,e,quat,ed,,,,,
,equating,3,"'equating': 3,",e;quat;ing,e,quat,ing,,,,,
,equate,2,"'equate': 2,",e;quate,e,quate,,,,,,
,equestrian,4,"'equestrian': 4,",e;ques;tri;an,e,ques,tri,an,,,,
,equilibria,5,"'equilibria': 5,",e;qui;lib;ri;a,e,qui,lib,ri,a,,,
,equilibrium,5,"'equilibrium': 5,",e;qui;lib;ri;um,e,qui,lib,ri,um,,,
,equinox,3,"'equinox': 3,",e;qui;nox,e,qui,nox,,,,,
,equip,2,"'equip': 2,",e;quip,e,quip,,,,,,
,equipment,3,"'equipment': 3,",e;quip;ment,e,quip,ment,,,,,
,equipping,3,"'equipping': 3,",e;quip;ping,e,quip,ping,,,,,
,equipped,2,"'equipped': 2,",e;quipped,e,quipped,,,,,,
,equivalent,4,"'equivalent': 4,",e;quiv;a;lent,e,quiv,a,lent,,,,
,equivalently,5,"'equivalently': 5,",e;quiv;a;lent;ly,e,quiv,a,lent,ly,,,
,era,2,"'era': 2,",e;ra,e,ra,,,,,,
,eradication,5,"'eradication': 5,",e;rad;i;ca;tion,e,rad,i,ca,tion,,,
,eradicated,5,"'eradicated': 5,",e;rad;i;cat;ed,e,rad,i,cat,ed,,,
,eradicating,5,"'eradicating': 5,",e;rad;i;cat;ing,e,rad,i,cat,ing,,,
,eradicate,4,"'eradicate': 4,",e;rad;i;cate,e,rad,i,cate,,,,
,eraser,3,"'eraser': 3,",e;ras;er,e,ras,er,,,,,
,erasing,3,"'erasing': 3,",e;ras;ing,e,ras,ing,,,,,
,erasure,3,"'erasure': 3,",e;ras;ure,e,ras,ure,,,,,
,erase,2,"'erase': 2,",e;rase,e,rase,,,,,,
,erased,2,"'erased': 2,",e;rased,e,rased,,,,,,
,erectile,3,"'erectile': 3,",e;rec;tile,e,rec,tile,,,,,
,erection,3,"'erection': 3,",e;rec;tion,e,rec,tion,,,,,
,erect,2,"'erect': 2,",e;rect,e,rect,,,,,,
,erosion,3,"'erosion': 3,",e;ro;sion,e,ro,sion,,,,,
,eroded,3,"'eroded': 3,",e;rod;ed,e,rod,ed,,,,,
,eroding,3,"'eroding': 3,",e;rod;ing,e,rod,ing,,,,,
,erode,2,"'erode': 2,",e;rode,e,rode,,,,,,
,erotica,4,"'erotica': 4,",e;rot;i;ca,e,rot,i,ca,,,,
,erotic,3,"'erotic': 3,",e;rot;ic,e,rot,ic,,,,,
,eruption,3,"'eruption': 3,",e;rup;tion,e,rup,tion,,,,,
,erupt,2,"'erupt': 2,",e;rupt,e,rupt,,,,,,
,erythrocyte,4,"'erythrocyte': 4,",e;ryth;ro;cyte,e,ryth,ro,cyte,,,,
,erythromycin,5,"'erythromycin': 5,",e;ryth;ro;my;cin,e,ryth,ro,my,cin,,,
,esophageal,5,"'esophageal': 5,",e;soph;a;ge;al,e,soph,a,ge,al,,,
,esophagus,4,"'esophagus': 4,",e;soph;a;gus,e,soph,a,gus,,,,
,eta,2,"'eta': 2,",e;ta,e,ta,,,,,,
,eternal,3,"'eternal': 3,",e;ter;nal,e,ter,nal,,,,,
,eternally,4,"'eternally': 4,",e;ter;nal;ly,e,ter,nal,ly,,,,
,eternity,4,"'eternity': 4,",e;ter;ni;ty,e,ter,ni,ty,,,,
,ethereal,4,"'ethereal': 4,",e;the;re;al,e,the,re,al,,,,
,ether,2,"'ether': 2,",e;ther,e,ther,,,,,,
,ethos,2,"'ethos': 2,",e;thos,e,thos,,,,,,
,etiology,5,"'etiology': 5,",e;ti;ol;o;gy,e,ti,ol,o,gy,,,
,etude,2,"'etude': 2,",e;tude,e,tude,,,,,,
,evasion,3,"'evasion': 3,",e;va;sion,e,va,sion,,,,,
,evasive,3,"'evasive': 3,",e;va;sive,e,va,sive,,,,,
,evacuation,5,"'evacuation': 5,",e;vac;u;a;tion,e,vac,u,a,tion,,,
,evacuated,5,"'evacuated': 5,",e;vac;u;at;ed,e,vac,u,at,ed,,,
,evacuate,4,"'evacuate': 4,",e;vac;u;ate,e,vac,u,ate,,,,
,evade,2,"'evade': 2,",e;vade,e,vade,,,,,,
,evaluation,5,"'evaluation': 5,",e;val;u;a;tion,e,val,u,a,tion,,,
,evaluative,5,"'evaluative': 5,",e;val;u;a;tive,e,val,u,a,tive,,,
,evaluator,5,"'evaluator': 5,",e;val;u;a;tor,e,val,u,a,tor,,,
,evaluated,5,"'evaluated': 5,",e;val;u;at;ed,e,val,u,at,ed,,,
,evaluating,5,"'evaluating': 5,",e;val;u;at;ing,e,val,u,at,ing,,,
,evaluate,4,"'evaluate': 4,",e;val;u;ate,e,val,u,ate,,,,
,evangelistic,5,"'evangelistic': 5,",e;van;ge;lis;tic,e,van,ge,lis,tic,,,
,evangelism,4,"'evangelism': 4,",e;van;ge;lism,e,van,ge,lism,,,,
,evangelist,4,"'evangelist': 4,",e;van;ge;list,e,van,ge,list,,,,
,evangelical,5,"'evangelical': 5,",e;van;gel;i;cal,e,van,gel,i,cal,,,
,evaporation,5,"'evaporation': 5,",e;vap;o;ra;tion,e,vap,o,ra,tion,,,
,evaporative,5,"'evaporative': 5,",e;vap;o;ra;tive,e,vap,o,ra,tive,,,
,evaporator,5,"'evaporator': 5,",e;vap;o;ra;tor,e,vap,o,ra,tor,,,
,evaporated,5,"'evaporated': 5,",e;vap;o;rat;ed,e,vap,o,rat,ed,,,
,evaporate,4,"'evaporate': 4,",e;vap;o;rate,e,vap,o,rate,,,,
,even,2,"'even': 2,",e;ven,e,ven,,,,,,
,evenly,3,"'evenly': 3,",e;ven;ly,e,ven,ly,,,,,
,eventual,4,"'eventual': 4,",e;ven;tu;al,e,ven,tu,al,,,,
,eventually,5,"'eventually': 5,",e;ven;tu;al;ly,e,ven,tu,al,ly,,,
,event,2,"'event': 2,",e;vent,e,vent,,,,,,
,eventful,3,"'eventful': 3,",e;vent;ful,e,vent,ful,,,,,
,evert,2,"'evert': 2,",e;vert,e,vert,,,,,,
,eviction,3,"'eviction': 3,",e;vic;tion,e,vic,tion,,,,,
,evil,2,"'evil': 2,",e;vil,e,vil,,,,,,
,evite,2,"'evite': 2,",e;vite,e,vite,,,,,,
,evocative,4,"'evocative': 4,",e;voc;a;tive,e,voc,a,tive,,,,
,evoking,3,"'evoking': 3,",e;vok;ing,e,vok,ing,,,,,
,evoke,2,"'evoke': 2,",e;voke,e,voke,,,,,,
,evoked,2,"'evoked': 2,",e;voked,e,voked,,,,,,
,evolving,3,"'evolving': 3,",e;volv;ing,e,volv,ing,,,,,
,evolve,2,"'evolve': 2,",e;volve,e,volve,,,,,,
,evolved,2,"'evolved': 2,",e;volved,e,volved,,,,,,
,eager,2,"'eager': 2,",ea;ger,ea,ger,,,,,,
,eagerly,3,"'eagerly': 3,",ea;ger;ly,ea,ger,ly,,,,,
,eagerness,3,"'eagerness': 3,",ea;ger;ness,ea,ger,ness,,,,,
,eagle,2,"'eagle': 2,",ea;gle,ea,gle,,,,,,
,easel,2,"'easel': 2,",ea;sel,ea,sel,,,,,,
,each,1,"'each': 1,",each,each,,,,,,,
,ear,1,"'ear': 1,",ear,ear,,,,,,,
,earlier,3,"'earlier': 3,",ear;li;er,ear,li,er,,,,,
,earliest,3,"'earliest': 3,",ear;li;est,ear,li,est,,,,,
,early,2,"'early': 2,",ear;ly,ear,ly,,,,,,
,earnest,2,"'earnest': 2,",ear;nest,ear,nest,,,,,,
,earnestly,3,"'earnestly': 3,",ear;nest;ly,ear,nest,ly,,,,,
,earphone,2,"'earphone': 2,",ear;phone,ear,phone,,,,,,
,earpiece,2,"'earpiece': 2,",ear;piece,ear,piece,,,,,,
,earring,2,"'earring': 2,",ear;ring,ear,ring,,,,,,
,eared,1,"'eared': 1,",eared,eared,,,,,,,
,earl,1,"'earl': 1,",earl,earl,,,,,,,
,earn,1,"'earn': 1,",earn,earn,,,,,,,
,earner,2,"'earner': 2,",earn;er,earn,er,,,,,,
,earning,2,"'earning': 2,",earn;ing,earn,ing,,,,,,
,earnings,2,"'earnings': 2,",earn;ings,earn,ings,,,,,,
,earth,1,"'earth': 1,",earth,earth,,,,,,,
,earthen,2,"'earthen': 2,",earth;en,earth,en,,,,,,
,earthenware,3,"'earthenware': 3,",earth;en;ware,earth,en,ware,,,,,
,earthly,2,"'earthly': 2,",earth;ly,earth,ly,,,,,,
,earthquake,2,"'earthquake': 2,",earth;quake,earth,quake,,,,,,
,earthy,2,"'earthy': 2,",earth;y,earth,y,,,,,,
,easier,3,"'easier': 3,",eas;i;er,eas,i,er,,,,,
,easiest,3,"'easiest': 3,",eas;i;est,eas,i,est,,,,,
,easily,3,"'easily': 3,",eas;i;ly,eas,i,ly,,,,,
,easing,2,"'easing': 2,",eas;ing,eas,ing,,,,,,
,easy,2,"'easy': 2,",eas;y,eas,y,,,,,,
,ease,1,"'ease': 1,",ease,ease,,,,,,,
,easement,2,"'easement': 2,",ease;ment,ease,ment,,,,,,
,east,1,"'east': 1,",east,east,,,,,,,
,eastbound,2,"'eastbound': 2,",east;bound,east,bound,,,,,,
,easterly,3,"'easterly': 3,",east;er;ly,east,er,ly,,,,,
,eastern,2,"'eastern': 2,",east;ern,east,ern,,,,,,
,eastward,2,"'eastward': 2,",east;ward,east,ward,,,,,,
,eat,1,"'eat': 1,",eat,eat,,,,,,,
,eaten,2,"'eaten': 2,",eat;en,eat,en,,,,,,
,eater,2,"'eater': 2,",eat;er,eat,er,,,,,,
,eateries,3,"'eateries': 3,",eat;er;ies,eat,er,ies,,,,,
,eatery,3,"'eatery': 3,",eat;er;y,eat,er,y,,,,,
,eating,2,"'eating': 2,",eat;ing,eat,ing,,,,,,
,eats,1,"'eats': 1,",eats,eats,,,,,,,
,eaves,1,"'eaves': 1,",eaves,eaves,,,,,,,
,eavesdropping,3,"'eavesdropping': 3,",eaves;drop;ping,eaves,drop,ping,,,,,
,ebony,3,"'ebony': 3,",eb;on;y,eb,on,y,,,,,
,ebb,1,"'ebb': 1,",ebb,ebb,,,,,,,
,eccentric,3,"'eccentric': 3,",ec;cen;tric,ec,cen,tric,,,,,
,eccentricity,5,"'eccentricity': 5,",ec;cen;tric;i;ty,ec,cen,tric,i,ty,,,
,ecclesiastical,6,"'ecclesiastical': 6,",ec;cle;si;as;ti;cal,ec,cle,si,as,ti,cal,,
,eclectic,3,"'eclectic': 3,",ec;lec;tic,ec,lec,tic,,,,,
,ecological,5,"'ecological': 5,",ec;o;log;i;cal,ec,o,log,i,cal,,,
,ecologically,6,"'ecologically': 6,",ec;o;log;i;cal;ly,ec,o,log,i,cal,ly,,
,ecosystem,4,"'ecosystem': 4,",ec;o;sys;tem,ec,o,sys,tem,,,,
,ecru,2,"'ecru': 2,",ec;ru,ec,ru,,,,,,
,ecstasy,3,"'ecstasy': 3,",ec;sta;sy,ec,sta,sy,,,,,
,ecstatic,3,"'ecstatic': 3,",ec;stat;ic,ec,stat,ic,,,,,
,ectopic,3,"'ectopic': 3,",ec;top;ic,ec,top,ic,,,,,
,ecumenical,5,"'ecumenical': 5,",ec;u;men;i;cal,ec,u,men,i,cal,,,
,eczema,3,"'eczema': 3,",ec;ze;ma,ec,ze,ma,,,,,
,eccles,1,"'eccles': 1,",eccles,eccles,,,,,,,
,echelon,3,"'echelon': 3,",ech;e;lon,ech,e,lon,,,,,
,echo,2,"'echo': 2,",ech;o,ech,o,,,,,,
,echoing,3,"'echoing': 3,",ech;o;ing,ech,o,ing,,,,,
,echoed,2,"'echoed': 2,",ech;oed,ech,oed,,,,,,
,echoes,2,"'echoes': 2,",ech;oes,ech,oes,,,,,,
,ecol,1,"'ecol': 1,",ecol,ecol,,,,,,,
,econ,1,"'econ': 1,",econ,econ,,,,,,,
,eddy,2,"'eddy': 2,",ed;dy,ed,dy,,,,,,
,edible,3,"'edible': 3,",ed;i;ble,ed,i,ble,,,,,
,edifice,3,"'edifice': 3,",ed;i;fice,ed,i,fice,,,,,
,editorial,5,"'editorial': 5,",ed;i;to;ri;al,ed,i,to,ri,al,,,
,editor,3,"'editor': 3,",ed;i;tor,ed,i,tor,,,,,
,education,4,"'education': 4,",ed;u;ca;tion,ed,u,ca,tion,,,,
,educational,5,"'educational': 5,",ed;u;ca;tion;al,ed,u,ca,tion,al,,,
,educationally,6,"'educationally': 6,",ed;u;ca;tion;al;ly,ed,u,ca,tion,al,ly,,
,educator,4,"'educator': 4,",ed;u;ca;tor,ed,u,ca,tor,,,,
,educated,4,"'educated': 4,",ed;u;cat;ed,ed,u,cat,ed,,,,
,educating,4,"'educating': 4,",ed;u;cat;ing,ed,u,cat,ing,,,,
,educate,3,"'educate': 3,",ed;u;cate,ed,u,cate,,,,,
,edging,2,"'edging': 2,",edg;ing,edg,ing,,,,,,
,edgy,2,"'edgy': 2,",edg;y,edg,y,,,,,,
,edge,1,"'edge': 1,",edge,edge,,,,,,,
,edit,1,"'edit': 1,",edit,edit,,,,,,,
,edp,1,"'edp': 1,",edp,edp,,,,,,,
,educ,1,"'educ': 1,",educ,educ,,,,,,,
,eerie,2,"'eerie': 2,",ee;rie,ee,rie,,,,,,
,eel,1,"'eel': 1,",eel,eel,,,,,,,
,effective,3,"'effective': 3,",ef;fec;tive,ef,fec,tive,,,,,
,effectively,4,"'effectively': 4,",ef;fec;tive;ly,ef,fec,tive,ly,,,,
,effectiveness,4,"'effectiveness': 4,",ef;fec;tive;ness,ef,fec,tive,ness,,,,
,effector,3,"'effector': 3,",ef;fec;tor,ef,fec,tor,,,,,
,effect,2,"'effect': 2,",ef;fect,ef,fect,,,,,,
,effects,2,"'effects': 2,",ef;fects,ef,fects,,,,,,
,efficacious,4,"'efficacious': 4,",ef;fi;ca;cious,ef,fi,ca,cious,,,,
,efficacy,4,"'efficacy': 4,",ef;fi;ca;cy,ef,fi,ca,cy,,,,
,efficiency,4,"'efficiency': 4,",ef;fi;cien;cy,ef,fi,cien,cy,,,,
,efficient,3,"'efficient': 3,",ef;fi;cient,ef,fi,cient,,,,,
,efficiently,4,"'efficiently': 4,",ef;fi;cient;ly,ef,fi,cient,ly,,,,
,effluent,2,"'effluent': 2,",ef;fluent,ef,fluent,,,,,,
,efflux,2,"'efflux': 2,",ef;flux,ef,flux,,,,,,
,effort,2,"'effort': 2,",ef;fort,ef,fort,,,,,,
,effortless,3,"'effortless': 3,",ef;fort;less,ef,fort,less,,,,,
,effortlessly,4,"'effortlessly': 4,",ef;fort;less;ly,ef,fort,less,ly,,,,
,effusion,3,"'effusion': 3,",ef;fu;sion,ef,fu,sion,,,,,
,eff,1,"'eff': 1,",eff,eff,,,,,,,
,eft,1,"'eft': 1,",eft,eft,,,,,,,
,egg,1,"'egg': 1,",egg,egg,,,,,,,
,eggplant,2,"'eggplant': 2,",egg;plant,egg,plant,,,,,,
,eide,2,"'eide': 2,",ei;de,ei,de,,,,,,
,eidos,2,"'eidos': 2,",ei;dos,ei,dos,,,,,,
,eigenvalue,4,"'eigenvalue': 4,",ei;gen;val;ue,ei,gen,val,ue,,,,
,either,2,"'either': 2,",ei;ther,ei,ther,,,,,,
,eight,1,"'eight': 1,",eight,eight,,,,,,,
,eighteen,2,"'eighteen': 2,",eight;een,eight,een,,,,,,
,eighteenth,2,"'eighteenth': 2,",eight;eenth,eight,eenth,,,,,,
,eighties,2,"'eighties': 2,",eight;ies,eight,ies,,,,,,
,eighty,2,"'eighty': 2,",eight;y,eight,y,,,,,,
,eighth,1,"'eighth': 1,",eighth,eighth,,,,,,,
,elbow,2,"'elbow': 2,",el;bow,el,bow,,,,,,
,elegance,3,"'elegance': 3,",el;e;gance,el,e,gance,,,,,
,elegant,3,"'elegant': 3,",el;e;gant,el,e,gant,,,,,
,elegantly,4,"'elegantly': 4,",el;e;gant;ly,el,e,gant,ly,,,,
,elegy,3,"'elegy': 3,",el;e;gy,el,e,gy,,,,,
,elementary,5,"'elementary': 5,",el;e;men;ta;ry,el,e,men,ta,ry,,,
,element,3,"'element': 3,",el;e;ment,el,e,ment,,,,,
,elemental,4,"'elemental': 4,",el;e;ment;al,el,e,ment,al,,,,
,elephant,3,"'elephant': 3,",el;e;phant,el,e,phant,,,,,
,elevation,4,"'elevation': 4,",el;e;va;tion,el,e,va,tion,,,,
,elevator,4,"'elevator': 4,",el;e;va;tor,el,e,va,tor,,,,
,elevated,4,"'elevated': 4,",el;e;vat;ed,el,e,vat,ed,,,,
,elevating,4,"'elevating': 4,",el;e;vat;ing,el,e,vat,ing,,,,
,elevate,3,"'elevate': 3,",el;e;vate,el,e,vate,,,,,
,eligibility,6,"'eligibility': 6,",el;i;gi;bil;i;ty,el,i,gi,bil,i,ty,,
,eligible,4,"'eligible': 4,",el;i;gi;ble,el,i,gi,ble,,,,
,ellipsis,3,"'ellipsis': 3,",el;lip;sis,el,lip,sis,,,,,
,ellipsoid,3,"'ellipsoid': 3,",el;lip;soid,el,lip,soid,,,,,
,elliptical,4,"'elliptical': 4,",el;lip;ti;cal,el,lip,ti,cal,,,,
,elliptic,3,"'elliptic': 3,",el;lip;tic,el,lip,tic,,,,,
,ellipse,2,"'ellipse': 2,",el;lipse,el,lipse,,,,,,
,eloquence,3,"'eloquence': 3,",el;o;quence,el,o,quence,,,,,
,eloquent,3,"'eloquent': 3,",el;o;quent,el,o,quent,,,,,
,eloquently,4,"'eloquently': 4,",el;o;quent;ly,el,o,quent,ly,,,,
,eld,1,"'eld': 1,",eld,eld,,,,,,,
,elder,2,"'elder': 2,",eld;er,eld,er,,,,,,
,elderly,3,"'elderly': 3,",eld;er;ly,eld,er,ly,,,,,
,eldest,2,"'eldest': 2,",eld;est,eld,est,,,,,,
,elec,1,"'elec': 1,",elec,elec,,,,,,,
,elect,1,"'elect': 1,",elect,elect,,,,,,,
,elem,1,"'elem': 1,",elem,elem,,,,,,,
,elev,1,"'elev': 1,",elev,elev,,,,,,,
,elf,1,"'elf': 1,",elf,elf,,,,,,,
,elk,1,"'elk': 1,",elk,elk,,,,,,,
,ell,1,"'ell': 1,",ell,ell,,,,,,,
,elm,1,"'elm': 1,",elm,elm,,,,,,,
,else,1,"'else': 1,",else,else,,,,,,,
,elsewhere,2,"'elsewhere': 2,",else;where,else,where,,,,,,
,elves,1,"'elves': 1,",elves,elves,,,,,,,
,emanating,4,"'emanating': 4,",em;a;nat;ing,em,a,nat,ing,,,,
,embankment,3,"'embankment': 3,",em;bank;ment,em,bank,ment,,,,,
